구분,지원자 ID,지원경로,포지션,지원일자,코딩테스트,코딩테스트_점수,코딩테스트_결과,서류전형,면접전형,면접전형_결과,입사일자,불합격 사유,,,,**업데이트 일자:,2026.05.19
개발,6895432,원티드,BE,2026. 2. 12,O,,불합격,,,,,코테_미응시,,,,,
개발,6912911,원티드,BE,2026. 2. 18,O,296,불합격,,,,,코테_점수 미달,,,,,
개발,6915772,사람인,BE,2026. 2. 19,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6915786,사람인,BE,2026. 2. 19,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6915811,사람인,BE,2026. 2. 19,O,434,합격,불합격,X,,,서류_불합격,,,,,
개발,6919687,원티드,BE,2026. 2. 19,X,,,,,,,서류_재지원자,,,,,
개발,6922923,원티드,BE,2026. 2. 19,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6944544,잡코리아,BE,2026. 2. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6944551,잡코리아,BE,2026. 2. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6944635,잡코리아,BE,2026. 2. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6944641,잡코리아,BE,2026. 2. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6944645,잡코리아,BE,2026. 2. 23,X,,,,,,,서류_자격 요건 초과,,,,,
개발,6952210,원티드,BE,2026. 2. 24,O,407,합격,불합격,X,,,서류_불합격,,,,,
개발,6953446,잡코리아,BE,2026. 2. 24,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6974974,점핏,BE,2026. 2. 26,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6978464,원티드,BE,2026. 2. 26,O,,불합격,,,,,코테_미응시,,,,,
개발,6982523,잡코리아,BE,2026. 2. 27,X,,,,,,,서류_자격 요건 초과,,,,,
개발,6982525,잡코리아,BE,2026. 2. 27,X,,,,,,,서류_자격 요건 초과,,,,,
개발,6982528,잡코리아,BE,2026. 2. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6983042,원티드,BE,2026. 2. 27,O,497,합격,불합격,X,,,서류_불합격,,,,,
개발,6989019,원티드,BE,2026. 2. 28,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6993720,원티드,BE,2026. 3. 2,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,6999455,점핏,BE,2026. 3. 3,X,,,,,,,서류_자격 요건 초과,,,,,
개발,6999458,점핏,BE,2026. 3. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6999464,점핏,BE,2026. 3. 3,X,,,,,,,서류_자격 요건 초과,,,,,
개발,6999766,잡코리아,BE,2026. 3. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,6999774,잡코리아,BE,2026. 3. 3,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7008844,점핏,BE,2026. 3. 4,X,,,,,,,서류_재지원자,,,,,
개발,7008848,점핏,BE,2026. 3. 4,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7008898,사람인,BE,2026. 3. 4,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7009285,잡코리아,BE,2026. 3. 4,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7025387,점핏,BE,2026. 3. 6,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7025666,잡코리아,BE,2026. 3. 6,O,,불합격,,,,,코테_미응시,,,,,
개발,7042367,사람인,BE,2026. 3. 9,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7042385,사람인,BE,2026. 3. 9,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7042592,점핏,BE,2026. 3. 9,O,,불합격,,,,,코테_기타,,,,,
개발,7042643,점핏,BE,2026. 3. 9,O,,불합격,,,,,코테_미응시,,,,,
개발,7042674,점핏,BE,2026. 3. 9,X,,,,,,,서류_중복지원,,,,,
개발,7043549,잡코리아,BE,2026. 3. 9,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7043555,잡코리아,BE,2026. 3. 9,O,,불합격,,,,,코테_미응시,,,,,
개발,7043559,잡코리아,BE,2026. 3. 9,O,,불합격,,,,,코테_미응시,,,,,
개발,7053462,사람인,BE,2026. 3. 10,O,,불합격,,,,,코테_미응시,,,,,
개발,7053535,사람인,BE,2026. 3. 10,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7053668,잡코리아,BE,2026. 3. 10,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7053673,잡코리아,BE,2026. 3. 10,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7061406,점핏,BE,2026. 3. 11,X,,,,,,,서류_재지원자,,,,,
개발,7061417,점핏,BE,2026. 3. 11,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7065654,원티드,BE,2026. 3. 11,O,360,합격,합격,O,불합격,,면접_불합격,,,,,
개발,7070347,사람인,BE,2026. 3. 12,O,,불합격,,,,,코테_미응시,,,,,
개발,7070503,잡코리아,BE,2026. 3. 12,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7070504,잡코리아,BE,2026. 3. 12,X,,,,,,,서류_재지원자,,,,,
개발,7070509,잡코리아,BE,2026. 3. 12,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7070515,잡코리아,BE,2026. 3. 12,X,,,,,,,서류_재지원자,,,,,
개발,7070518,잡코리아,BE,2026. 3. 12,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7070520,잡코리아,BE,2026. 3. 12,X,,,,,,,서류_재지원자,,,,,
개발,7079358,점핏,BE,2026. 3. 13,O,463,합격,불합격,X,,,서류_불합격,,,,,
개발,7079391,잡코리아,BE,2026. 3. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7079393,잡코리아,BE,2026. 3. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7079394,잡코리아,BE,2026. 3. 13,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7080486,원티드,BE,2026. 3. 13,O,,불합격,,,,,코테_미응시,,,,,
개발,7088600,원티드,BE,2026. 3. 15,O,399,합격,불합격,X,,,서류_불합격,,,,,
개발,7093499,사람인,BE,2026. 3. 16,X,,,,,,,서류_재지원자,,,,,
개발,7093525,잡코리아,BE,2026. 3. 16,X,,,,,,,서류_중복지원,,,,,
개발,7093528,잡코리아,BE,2026. 3. 16,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7093533,잡코리아,BE,2026. 3. 16,X,,,,,,,서류_재지원자,,,,,
개발,7093542,잡코리아,BE,2026. 3. 16,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7093551,잡코리아,BE,2026. 3. 16,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7093565,잡코리아,BE,2026. 3. 16,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7094109,원티드,BE,2026. 3. 16,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7103405,점핏,BE,2026. 3. 17,O,304,불합격,,,,,코테_점수 미달,,,,,
개발,7103420,점핏,BE,2026. 3. 17,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7103427,점핏,BE,2026. 3. 17,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7103446,잡코리아,BE,2026. 3. 17,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7103450,잡코리아,BE,2026. 3. 17,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7112941,잡코리아,BE,2026. 3. 18,X,,,,,,,서류_재지원자,,,,,
개발,7112943,잡코리아,BE,2026. 3. 18,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7113046,잡코리아,BE,2026. 3. 18,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7113858,원티드,BE,2026. 3. 18,O,,불합격,,,,,코테_미응시,,,,,
개발,7117670,원티드,BE,2026. 3. 18,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7122761,점핏,BE,2026. 3. 19,X,,,,,,,서류_재지원자,,,,,
개발,7122840,잡코리아,BE,2026. 3. 19,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7127321,원티드,BE,2026. 3. 19,O,354,합격,합격,O,불합격,,면접_불합격,,,,,
개발,7130177,원티드,BE,2026. 3. 20,O,,불합격,,,,,코테_미응시,,,,,
개발,7130834,원티드,BE,2026. 3. 20,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7131210,잡코리아,BE,2026. 3. 20,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7131213,잡코리아,BE,2026. 3. 20,X,,,,,,,서류_재지원자,,,,,
개발,7138637,원티드,BE,2026. 3. 20,O,434,합격,불합격,X,,,서류_불합격,,,,,
개발,7138829,원티드,BE,2026. 3. 20,O,,불합격,,,,,코테_미응시,,,,,
개발,7150696,사람인,BE,2026. 3. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7150703,사람인,BE,2026. 3. 23,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7150714,사람인,BE,2026. 3. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7150721,사람인,BE,2026. 3. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7150737,사람인,BE,2026. 3. 23,X,,,,,,,서류_재지원자,,,,,
개발,7151074,점핏,BE,2026. 3. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7151237,잡코리아,BE,2026. 3. 23,X,,,,,,,서류_재지원자,,,,,
개발,7151244,잡코리아,BE,2026. 3. 23,X,,,,,,,서류_외국인,,,,,
개발,7151249,잡코리아,BE,2026. 3. 23,X,,,,,,,서류_재지원자,,,,,
개발,7151251,잡코리아,BE,2026. 3. 23,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7152646,원티드,BE,2026. 3. 23,O,396,합격,합격,O,불합격,,면접_불합격,,,,,
개발,7156838,원티드,BE,2026. 3. 23,X,,,,,,,서류_포지션마감,,,,,
개발,7157675,원티드,BE,2026. 3. 23,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7161207,점핏,BE,2026. 3. 24,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7164439,원티드,BE,2026. 3. 24,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7170443,사람인,BE,2026. 3. 25,X,,,,,,,서류_재지원자,,,,,
개발,7170607,점핏,BE,2026. 3. 25,O,396,합격,불합격,X,,,서류_불합격,,,,,
개발,7170616,점핏,BE,2026. 3. 25,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7170666,잡코리아,BE,2026. 3. 25,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7170668,잡코리아,BE,2026. 3. 25,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7174248,원티드,BE,2026. 3. 25,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7177099,원티드,BE,2026. 3. 25,O,402,합격,불합격,X,,,서류_불합격,,,,,
개발,7180029,잡코리아,BE,2026. 3. 26,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7187842,사람인,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7187852,원티드,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7189127,잡코리아,BE,2026. 3. 27,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7205983,사람인,BE,2026. 3. 30,X,,,,,,,서류_재지원자,,,,,
개발,7206116,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7206122,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_재지원자,,,,,
개발,7206126,잡코리아,BE,2026. 3. 30,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7219804,원티드,BE,2026. 3. 31,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7227424,원티드,BE,2026. 3. 31,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7236359,점핏,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7236362,점핏,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7237886,사람인,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7237898,사람인,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 초과,,,,,
개발,7237901,사람인,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7237903,사람인,BE,2026. 4. 1,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7251549,점핏,BE,2026. 4. 3,X,,,,,,,서류_포지션마감,,,,,
개발,7251552,점핏,BE,2026. 4. 3,X,,,,,,,서류_재지원자,,,,,
개발,7251637,사람인,BE,2026. 4. 3,X,,,,,,,서류_포지션마감,,,,,
개발,7251857,사람인,BE,2026. 4. 3,X,,,,,,,서류_포지션마감,,,,,
개발,7251873,잡코리아,BE,2026. 4. 3,X,,,,,,,서류_포지션마감,,,,,
개발,7276838,원티드,BE,2026. 4. 7,X,,,,,,,서류_외국인,,,,,
개발,7286014,점핏,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286060,점핏,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286074,점핏,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286086,점핏,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286372,사람인,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286374,사람인,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286380,사람인,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286600,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286601,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286604,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286614,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286616,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_자격 요건 부족,,,,,
개발,7286618,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7286621,잡코리아,BE,2026. 4. 8,X,,,,,,,서류_포지션마감,,,,,
개발,7292328,원티드,BE,2026. 4. 9,X,,,,,,,서류_포지션마감,,,,,
개발,7329772,원티드,BE,2026. 4. 11,X,,,,,,,서류_포지션마감,,,,,
개발,7330254,원티드,BE,2026. 4. 11,X,,,,,,,서류_포지션마감,,,,,
개발,7341838,원티드,BE,2026. 4. 13,X,,,,,,,서류_포지션마감,,,,,
개발,7349948,원티드,BE,2026. 4. 14,X,,,,,,,서류_포지션마감,,,,,
개발,7362056,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362058,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362065,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362076,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362077,사람인,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362418,점핏,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362424,점핏,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7362509,잡코리아,BE,2026. 4. 15,X,,,,,,,서류_포지션마감,,,,,
개발,7395271,점핏,BE,2026. 4. 20,X,,,,,,,서류_포지션마감,,,,,
비개발,6907211,기타,HR,2026. 2. 16,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915694,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915695,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915696,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915699,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6915702,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915715,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915719,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6915720,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915721,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915722,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915724,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915727,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915735,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6915736,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915739,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915741,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915742,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915743,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6915744,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6915747,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915748,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915752,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6915755,사람인,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6916796,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916803,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916809,잡코리아,HR,2026. 2. 19,,,,합격,O,불합격,,면접_포기,,,,,
비개발,6916812,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916818,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916825,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916828,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916831,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916836,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916837,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6916843,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916846,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916850,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916853,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916859,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916867,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916873,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916879,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916882,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6916885,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916887,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916893,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916894,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916897,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916903,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916908,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916913,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916918,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916921,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916925,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916927,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916931,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916933,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6916937,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916940,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916948,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916957,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916961,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916968,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916973,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6916981,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916984,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6916990,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6916994,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6916998,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6916999,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6917002,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6917005,잡코리아,HR,2026. 2. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925038,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_불합격,,,,,
비개발,6925039,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925041,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925042,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6925044,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925047,사람인,HR,2026. 2. 20,,,,합격,O,불합격,,면접_불합격,,,,,
비개발,6925051,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6925052,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925054,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_불합격,,,,,
비개발,6925055,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925056,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6925057,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6925058,사람인,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925167,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_불합격,,,,,
비개발,6925168,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925169,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925170,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_불합격,,,,,
비개발,6925171,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6925173,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6925175,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925176,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_불합격,,,,,
비개발,6925177,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925179,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6925181,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6925183,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6925185,잡코리아,HR,2026. 2. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944023,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_불합격,,,,,
비개발,6944038,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944039,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944041,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6944042,사람인,HR,2026. 2. 23,,,,합격,O,불합격,,면접_불합격,,,,,
비개발,6944044,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6944045,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944046,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944047,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944048,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944050,사람인,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6944659,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_불합격,,,,,
비개발,6944662,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944668,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944670,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944679,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944684,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_중복지원,,,,,
비개발,6944690,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6944706,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6944709,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6944711,잡코리아,HR,2026. 2. 23,,,,불합격,X,,,서류_자격 요건 초과,,,,,
