구분,지원자 ID,지원경로,포지션,지원일자,코딩테스트,코딩테스트_점수,코딩테스트_결과,서류전형,면접전형,면접전형_결과,입사일자,불합격 사유,,,,**업데이트 일자:,2026.05.19
개발,7661118,원티드,FE,2026. 5. 26,X,,,,,,,서류_병특아님,,,,,
개발,7664377,잡코리아,FE,2026. 5. 26,X,,,,,,,서류_병특아님,,,,,
개발,7677229,잡코리아,FE,2026. 5. 28,X,,,,,,,서류_병특아님,,,,,
,7705124,,,2026. 6. 1,,,,,,,,,,,,,
비개발,7411146,원티드,인재풀,2026. 4. 21,,,,평가중,,,,,,,,,
비개발,7047346,원티드,인재풀,2026. 3. 9,,,,합격,O,불합격,,면접_불합격,,,,,
비개발,6544285,원티드,QA,2026. 1. 1,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6544461,원티드,QA,2026. 1. 1,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6545417,사람인,QA,2026. 1. 1,,,,합격,O,불합격,,면접_불합격,,,,,
비개발,6545550,원티드,QA,2026. 1. 1,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6546548,원티드,QA,2026. 1. 1,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6547639,원티드,QA,2026. 1. 2,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6549475,사람인,QA,2026. 1. 2,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6552227,원티드,QA,2026. 1. 2,,,,합격,O,불합격,,면접_포기,,,,,
비개발,6552280,원티드,QA,2026. 1. 2,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6552328,잡코리아,QA,2026. 1. 2,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6555694,사람인,QA,2026. 1. 4,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6555894,잡코리아,QA,2026. 1. 4,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6556417,잡코리아,QA,2026. 1. 4,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6556458,원티드,QA,2026. 1. 4,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6556749,원티드,QA,2026. 1. 4,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6558399,원티드,QA,2026. 1. 4,,,,불합격,X,,,서류_불합격,,,,,
비개발,6558940,원티드,QA,2026. 1. 4,,,,불합격,X,,,서류_불합격,,,,,
비개발,6559156,원티드,QA,2026. 1. 4,,,,불합격,X,,,서류_불합격,,,,,
비개발,6564233,사람인,QA,2026. 1. 5,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6565227,원티드,QA,2026. 1. 5,,,,불합격,X,,,서류_불합격,,,,,
비개발,6565359,원티드,QA,2026. 1. 5,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6566941,잡코리아,QA,2026. 1. 5,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6567367,원티드,QA,2026. 1. 5,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6568399,원티드,QA,2026. 1. 5,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6568888,기타,QA,2026. 1. 5,,,,불합격,X,,,서류_불합격,,,,,
비개발,6570507,원티드,QA,2026. 1. 6,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6571587,잡코리아,QA,2026. 1. 6,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6574669,원티드,QA,2026. 1. 6,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6574791,사람인,QA,2026. 1. 6,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6574915,기타,QA,2026. 1. 6,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6575209,사람인,QA,2026. 1. 6,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6575634,원티드,QA,2026. 1. 6,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6577384,원티드,QA,2026. 1. 6,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6577767,원티드,QA,2026. 1. 6,,,,불합격,X,,,서류_불합격,,,,,
비개발,6579402,원티드,QA,2026. 1. 7,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6579702,잡코리아,QA,2026. 1. 7,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6580520,원티드,QA,2026. 1. 7,,,,불합격,X,,,서류_기타,,,,,
비개발,6581101,원티드,QA,2026. 1. 7,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6581248,원티드,QA,2026. 1. 7,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6581321,원티드,QA,2026. 1. 7,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6581735,원티드,QA,2026. 1. 7,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6583738,원티드,QA,2026. 1. 7,,,,합격,O,불합격,,면접_불합격,,,,,
비개발,6584283,원티드,QA,2026. 1. 7,,,,불합격,X,,,서류_불합격,,,,,
비개발,6584656,원티드,QA,2026. 1. 7,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6606552,사람인,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6606554,사람인,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6606557,사람인,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6606559,사람인,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6606576,사람인,QA,2026. 1. 9,,,,불합격,X,,,서류_불합격,,,,,
비개발,6606582,사람인,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6606840,잡코리아,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6606845,잡코리아,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6606855,잡코리아,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6606866,잡코리아,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6606881,잡코리아,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6606886,잡코리아,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6606888,잡코리아,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6606890,잡코리아,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6618773,원티드,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6620698,원티드,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6620915,원티드,QA,2026. 1. 9,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6623160,원티드,QA,2026. 1. 10,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6623939,원티드,QA,2026. 1. 10,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6626909,원티드,QA,2026. 1. 11,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6628849,원티드,QA,2026. 1. 11,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6633173,사람인,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633176,사람인,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633186,사람인,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633187,사람인,QA,2026. 1. 12,,,,불합격,X,,,서류_불합격,,,,,
비개발,6633188,사람인,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633222,사람인,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633226,사람인,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633603,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6633611,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633615,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633627,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_불합격,,,,,
비개발,6633632,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633633,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633648,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6633653,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633654,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633661,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633676,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6633687,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6635709,원티드,QA,2026. 1. 12,,,,불합격,X,,,서류_불합격,,,,,
비개발,6636918,원티드,QA,2026. 1. 12,,,,불합격,X,,,서류_불합격,,,,,
비개발,6637423,잡코리아,QA,2026. 1. 12,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6647400,원티드,QA,2026. 1. 13,,,,합격,O,불합격,,면접_포기,,,,,
비개발,6655261,원티드,QA,2026. 1. 14,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6666177,원티드,QA,2026. 1. 15,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6672676,원티드,QA,2026. 1. 16,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6673955,원티드,QA,2026. 1. 16,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692863,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692864,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6692865,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6692867,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692869,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692875,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692880,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692881,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6692887,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6692890,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6692891,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6692894,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692901,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6692904,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6692906,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6692918,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6692924,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692929,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6692937,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692945,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6692946,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692951,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692952,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692953,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_불합격,,,,,
비개발,6692970,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6692973,사람인,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6698812,원티드,QA,2026. 1. 19,,,,합격,O,불합격,,면접_포기,,,,,
비개발,6699191,원티드,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6699331,원티드,QA,2026. 1. 19,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6700900,원티드,QA,2026. 1. 19,,,,합격,O,불합격,,면접_불합격,,,,,
비개발,6703342,사람인,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703479,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703483,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703484,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703485,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703492,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6703514,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703521,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703524,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6703527,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6703528,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703531,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6703534,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6703541,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703546,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6703549,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6703569,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6703575,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703578,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6703580,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6703605,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703609,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6703610,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6703613,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6703614,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6703622,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6703627,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6703637,잡코리아,QA,2026. 1. 20,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6707941,원티드,QA,2026. 1. 20,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6712060,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6712063,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6712083,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6712086,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6712087,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6712088,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6712108,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6712110,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6712111,사람인,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6712145,잡코리아,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6712151,잡코리아,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6712154,잡코리아,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6712160,잡코리아,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6712166,잡코리아,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6712170,잡코리아,QA,2026. 1. 21,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6721560,사람인,QA,2026. 1. 22,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6721562,사람인,QA,2026. 1. 22,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6721567,사람인,QA,2026. 1. 22,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6721568,사람인,QA,2026. 1. 22,,,,불합격,X,,,서류_불합격,,,,,
비개발,6721650,잡코리아,QA,2026. 1. 22,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6721653,잡코리아,QA,2026. 1. 22,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6721669,잡코리아,QA,2026. 1. 22,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6725749,원티드,QA,2026. 1. 22,,,,불합격,X,,,서류_불합격,,,,,
비개발,6748717,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6748740,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6748741,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6748748,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6748759,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6748771,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6748776,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6748786,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6748792,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6748798,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6748807,점핏,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6748984,사람인,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6748987,사람인,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6748992,사람인,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6748996,사람인,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6748998,사람인,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6748999,사람인,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6749001,사람인,QA,2026. 1. 26,,,,불합격,X,,,서류_불합격,,,,,
비개발,6749004,사람인,QA,2026. 1. 26,,,,불합격,X,,,서류_불합격,,,,,
비개발,6749077,잡코리아,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6749087,잡코리아,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6749091,잡코리아,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6749098,잡코리아,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6749128,잡코리아,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6749145,잡코리아,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6749184,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6749193,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6749199,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6749212,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_불합격,,,,,
비개발,6749216,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6749224,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6749232,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6749245,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6749264,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6749274,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_불합격,,,,,
비개발,6749282,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6749284,원픽,QA,2026. 1. 26,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6756862,원티드,QA,2026. 1. 26,,,,합격,O,불합격,,면접_불합격,,,,,
비개발,6757628,원티드,QA,2026. 1. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6760124,점핏,QA,2026. 1. 27,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6760125,점핏,QA,2026. 1. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6760140,점핏,QA,2026. 1. 27,,,,불합격,X,,,서류_불합격,,,,,
비개발,6760155,점핏,QA,2026. 1. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6760157,점핏,QA,2026. 1. 27,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6765740,원티드,QA,2026. 1. 27,,,,불합격,X,,,서류_불합격,,,,,
비개발,6768180,점핏,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6768242,사람인,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6768246,사람인,QA,2026. 1. 28,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6768249,사람인,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768251,사람인,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768259,사람인,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768260,사람인,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768272,사람인,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6768274,사람인,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768311,잡코리아,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768331,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768339,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6768358,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6768365,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6768370,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 초과,,,,,
비개발,6768377,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768383,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_재지원자,,,,,
비개발,6768384,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_자격 요건 부족,,,,,
비개발,6768387,원픽,QA,2026. 1. 28,,,,불합격,X,,,서류_재지원자,,,,,
